DATA_VENCIMENTO;CONCATENATION;SIGLA;VALOR;VALOR_PAGO
25.05.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;
25.06.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;
25.07.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;
25.08.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;
25.09.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;
25.10.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;
20.05.2021 00:00;UIZ CAR EMPRESA - SA;ISS PROPRIO;325,000;
20.07.2021 00:00;UIZ CAR EMPRESA - SA;ISS PROPRIO;161,540;
20.03.2021 00:00;UIZ CAR EMPRESA - SA;ISS PROPRIO;1.585,860;
20.04.2021 00:00;UIZ CAR EMPRESA - SA;ISS PROPRIO;556,300;
20.08.2021 00:00;UIZ CAR EMPRESA - SA;ISS PROPRIO;833,040;
20.09.2021 00:00;UIZ CAR EMPRESA - SA;ISS PROPRIO;169,830;
10.03.2021 00:00;RANS RO EMPRESA - SA;TX - INST. REN.;349,730;349,730
10.03.2021 00:00;ICHELI  EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;SNI DA  EMPRESA - SA;TX - INST. REN.;310,570;
10.03.2021 00:00;IVALDO  EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;NDUSTRI EMPRESA - SA;TX - INST. REN.;217,410;217,410
10.03.2021 00:00;SSOCIAC EMPRESA - SA;TX - INST. REN.;0,200;
10.03.2021 00:00;GNEL JO EMPRESA - SA;TX - INST. REN.;415,530;
10.03.2021 00:00;GROPECU EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;EONICE  EMPRESA - SA;TX - INST. REN.;106,560;
10.03.2021 00:00;RBORGEN EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;ESI CON EMPRESA - SA;TX - INST. REN.;97,090;
10.03.2021 00:00;ARIA AP EMPRESA - SA;TX - INST. REN.;621,350;
10.03.2021 00:00;ODRIGUE EMPRESA - SA;TX - INST. REN.;77,670;77,670
10.03.2021 00:00;IOPCLIN EMPRESA - SA;TX - INST. REN.;209,670;
10.03.2021 00:00;GROPECU EMPRESA - SA;TX - INST. REN.;663,940;
10.03.2021 00:00;DENILSO EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;ILIANE  EMPRESA - SA;TX - INST. REN.;277,520;
10.03.2021 00:00;OSE ANT EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;ELIA DA EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;ILSON A EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;ARIA JO EMPRESA - SA;TX - INST. REN.;1.073,690;
10.03.2021 00:00;ANILO V EMPRESA - SA;TX - INST. REN.;372,680;372,680
10.03.2021 00:00;ANIA DO EMPRESA - SA;TX - INST. REN.;384,700;
10.03.2021 00:00;IRES BE EMPRESA - SA;TX - INST. REN.;233,010;
10.03.2021 00:00;ELDER R EMPRESA - SA;TX - INST. REN.;170,780;
10.03.2021 00:00;AN AGRO EMPRESA - SA;TX - INST. REN.;262,300;262,300
10.03.2021 00:00;EIDE CR EMPRESA - SA;TX - INST. REN.;256,180;
10.03.2021 00:00;DSON GO EMPRESA - SA;TX - INST. REN.;435,050;
10.03.2021 00:00;UBENS B EMPRESA - SA;TX - INST. REN.;559,020;
10.03.2021 00:00;ELIO SO EMPRESA - SA;TX - INST. REN.;271,770;
10.03.2021 00:00;LORESCE EMPRESA - SA;TX - INST. REN.;368,850;
10.03.2021 00:00;UCIENE  EMPRESA - SA;TX - INST. REN.;415,530;415,530
10.03.2021 00:00;AYNA MA EMPRESA - SA;TX - INST. REN.;504,920;
10.03.2021 00:00;AQUEZA  EMPRESA - SA;TX - INST. REN.;1.332,500;1.332,500
27.02.2021 00:00;AQUEZA  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;264,310
10.03.2021 00:00;ARCILIO EMPRESA - SA;TX - INST. REN.;271,770;
10.03.2021 00:00;NALDO S EMPRESA - SA;TX - INST. REN.;442,620;
30.06.2021 00:00;DSON OR EMPRESA - SA;TX - INST. REN.;419,040;419,040
20.05.2021 00:00;DSON OR EMPRESA - SA;ISS PROPRIO;53,530;53,530
20.06.2021 00:00;DSON OR EMPRESA - SA;ISS PROPRIO;85,780;85,780
20.04.2021 00:00;DSON OR EMPRESA - SA;ISS PROPRIO;141,700;
10.03.2021 00:00;SPOLIO  EMPRESA - SA;TX - INST. REN.;559,130;559,130
10.03.2021 00:00;ILÇO DA EMPRESA - SA;TX - INST. REN.;248,600;
10.03.2021 00:00;ZELIA F EMPRESA - SA;TX - INST. REN.;698,910;
10.03.2021 00:00;UCALIPT EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ISTRIBU EMPRESA - SA;TX - INST. REN.;217,410;
10.03.2021 00:00;.D.OLIV EMPRESA - SA;TX - INST. REN.;140,260;140,260
10.03.2021 00:00;IOVANNA EMPRESA - SA;TX - INST. REN.;310,570;310,570
10.03.2021 00:00;EANDRO  EMPRESA - SA;TX - INST. REN.;442,620;442,620
20.04.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,020;182,020
20.05.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,020;
20.06.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.07.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.08.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.09.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.10.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.11.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.12.2021 00:00;EANDRO  EMPRESA - SA;PARCTO;182,030;
20.05.2021 00:00;EANDRO  EMPRESA - SA;ISS PROPRIO;3.600,000;
20.06.2021 00:00;EANDRO  EMPRESA - SA;ISS PROPRIO;3.600,000;
20.08.2021 00:00;EANDRO  EMPRESA - SA;ISS PROPRIO;7.200,000;
20.09.2021 00:00;EANDRO  EMPRESA - SA;ISS PROPRIO;2.900,000;
10.03.2021 00:00;F COMER EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;.R DOS  EMPRESA - SA;TX - INST. REN.;139,780;
10.03.2021 00:00;ECANICA EMPRESA - SA;TX - INST. REN.;1.573,780;1.573,780
10.03.2021 00:00;ODRIGO  EMPRESA - SA;TX - INST. REN.;581,580;
10.03.2021 00:00;LEX SAN EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ICHAEL  EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ALDEIR  EMPRESA - SA;TX - INST. REN.;217,410;
10.03.2021 00:00;VAN GAR EMPRESA - SA;TX. INST.REN. FIXO;364,300;364,300
10.03.2021 00:00;IM CELU EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ABRIELA EMPRESA - SA;TX - INST. REN.;182,150;182,150
09.04.2021 00:00;ABRIELA EMPRESA - SA;TAXA ALVARÁ SANITÁRI;132,150;132,150
10.03.2021 00:00;ANTINHO EMPRESA - SA;TX - INST. REN.;209,670;
10.03.2021 00:00;ARTINS  EMPRESA - SA;TX - INST. REN.;186,380;
10.03.2021 00:00;IRIAN S EMPRESA - SA;TX - INST. REN.;206,920;
10.03.2021 00:00;LPHA SE EMPRESA - SA;TX - INST. REN.;317,210;
10.03.2021 00:00;ABIO RE EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;LC CONS EMPRESA - SA;TX - INST. REN.;163,080;163,080
10.03.2021 00:00;LDAIR A EMPRESA - SA;TX - INST. REN.;295,080;
20.06.2021 00:00;NNA MAR EMPRESA - SA;ISS - NF AVULSA;88,000;88,000
20.07.2021 00:00;NNA MAR EMPRESA - SA;ISS - NF AVULSA;88,000;88,000
20.08.2021 00:00;NNA MAR EMPRESA - SA;ISS - NF AVULSA;88,000;88,000
20.09.2021 00:00;NNA MAR EMPRESA - SA;ISS - NF AVULSA;88,000;
10.03.2021 00:00;NA CLAU EMPRESA - SA;TX - INST. REN.;155,340;
10.03.2021 00:00;OZ & ME EMPRESA - SA;TX - INST. REN.;279,490;
10.03.2021 00:00;LDAIR A EMPRESA - SA;TX - INST. REN.;308,930;308,930
10.05.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.06.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,190;107,190
10.07.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.08.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.09.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.10.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.11.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.12.2021 00:00;LDAIR A EMPRESA - SA;PARCTO;107,140;
10.03.2021 00:00;NGELO B EMPRESA - SA;TX - INST. REN.;413,840;413,840
10.03.2021 00:00;UAZZI - EMPRESA - SA;TX - INST. REN.;252,460;
10.03.2021 00:00;UIZ MOR EMPRESA - SA;TX - INST. REN.;540,620;
10.03.2021 00:00;CL EMPR EMPRESA - SA;TX - INST. REN.;590,170;
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;47.303,580;47.303,580
10.03.2021 00:00;C CALAZ EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;URTADO  EMPRESA - SA;TX - INST. REN.;698,910;698,910
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;6.754,590;6.754,590
10.03.2021 00:00;UCIANO  EMPRESA - SA;TX - INST. REN.;209,730;
20.02.2021 00:00;RIVALDO EMPRESA - SA;ISS - NF AVULSA;30,000;30,000
10.03.2021 00:00;SP-SEGU EMPRESA - SA;TX - INST. REN.;459,480;
10.03.2021 00:00;UZANA K EMPRESA - SA;TX - INST. REN.;388,340;
10.03.2021 00:00;ONIQUE  EMPRESA - SA;TX - INST. REN.;448,820;
10.03.2021 00:00;DAIR PE EMPRESA - SA;TX - INST. REN.;393,880;
10.03.2021 00:00;OLANGE  EMPRESA - SA;TX - INST. REN.;139,780;
10.03.2021 00:00;NIAO SU EMPRESA - SA;TX - INST. REN.;504,920;
10.03.2021 00:00;ESCANO  EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;R INDUS EMPRESA - SA;TX - INST. REN.;291,260;
10.03.2021 00:00;GROPECU EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ORREA R EMPRESA - SA;TX - INST. REN.;109,290;109,290
10.03.2021 00:00;OSE ANT EMPRESA - SA;TX - INST. REN.;279,610;
10.03.2021 00:00;ASSIANO EMPRESA - SA;TX - LIC. ESPECIAL;465,850;
10.03.2021 00:00;MS FLOR EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;HECK-UP EMPRESA - SA;TX - INST. REN.;186,340;
10.03.2021 00:00;.A. BAR EMPRESA - SA;TX - INST. REN.;310,570;310,570
10.03.2021 00:00;UIZ HEN EMPRESA - SA;TX - INST. REN.;349,550;
10.03.2021 00:00;AURICIO EMPRESA - SA;TX - INST. REN.;327,870;
10.03.2021 00:00;DRIANO  EMPRESA - SA;TX - INST. REN.;372,750;
10.03.2021 00:00;NDREIA  EMPRESA - SA;TX - INST. REN.;349,730;
10.03.2021 00:00;STRELA  EMPRESA - SA;TX - INST. REN.;302,950;
10.03.2021 00:00;UCIANA  EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;ALU TAI EMPRESA - SA;TX. LOCALIZ.;388,300;
01.03.2021 00:00;ALU TAI EMPRESA - SA;TAXA ALVARÁ SANITÁRI;198,230;
29.08.2021 00:00;ALU TAI EMPRESA - SA;PARCTO;112,610;112,610
29.09.2021 00:00;ALU TAI EMPRESA - SA;PARCTO;112,590;
29.10.2021 00:00;ALU TAI EMPRESA - SA;PARCTO;112,620;
29.11.2021 00:00;ALU TAI EMPRESA - SA;PARCTO;112,620;
29.12.2021 00:00;ALU TAI EMPRESA - SA;PARCTO;112,620;
10.03.2021 00:00;CE AGRO EMPRESA - SA;TX - INST. REN.;262,300;
10.03.2021 00:00;ANIEL R EMPRESA - SA;TX - INST. REN.;279,640;279,640
20.08.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;1.354,490;1.354,490
20.08.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;5,000;5,000
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;20,000;20,000
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;50,000;50,000
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;5,000;5,000
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;5,000;5,000
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;1.614,750;1.614,750
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;5,000;5,000
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;8.073,620;8.073,620
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;2.184,800;2.184,800
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;1.772,210;1.772,210
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;17,250;17,250
20.09.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;38,540;38,540
20.10.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;30,300;
20.10.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;30,300;
20.10.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;24,750;
20.10.2021 00:00;UNICÍPI EMPRESA - SA;ISS RET RCX PÚBLICO;22,200;
10.03.2021 00:00;NTONIO  EMPRESA - SA;TX - INST. REN.;372,750;
10.01.2021 00:00;ENTRAL  EMPRESA - SA;PARCTO;387,420;387,420
10.02.2021 00:00;ENTRAL  EMPRESA - SA;PARCTO;387,430;387,430
10.03.2021 00:00;ENTRAL  EMPRESA - SA;PARCTO;387,430;387,430
10.04.2021 00:00;ENTRAL  EMPRESA - SA;PARCTO;387,430;387,430
10.05.2021 00:00;ENTRAL  EMPRESA - SA;PARCTO;387,430;387,430
10.06.2021 00:00;ENTRAL  EMPRESA - SA;PARCTO;387,430;
10.03.2021 00:00;ENTRAL  EMPRESA - SA;TX - INST. REN.;2.038,800;
10.03.2021 00:00;ZUAGA & EMPRESA - SA;TX - INST. REN.;310,570;
15.01.2021 00:00; M DE Q EMPRESA - SA;ISSQN DE OBRAS;5.328,540;5.328,540
15.01.2021 00:00; M DE Q EMPRESA - SA;TX - APR. PROJ.;729,800;729,800
10.03.2021 00:00; M DE Q EMPRESA - SA;TX - INST. REN.;466,010;466,010
28.05.2021 00:00; M DE Q EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;264,310
10.03.2021 00:00;URILO C EMPRESA - SA;TX - INST. REN.;314,760;314,760
23.04.2021 00:00;URILO C EMPRESA - SA;PARCTO;585,130;585,130
12.09.2021 00:00;URILO C EMPRESA - SA;TAXA ALVARÁ SANITÁRI;230,720;230,720
10.03.2021 00:00;EFRONTO EMPRESA - SA;TX - INST. REN.;700,820;
10.03.2021 00:00;ARCELO  EMPRESA - SA;TX - INST. REN.;640,710;
10.03.2021 00:00;SVALDIR EMPRESA - SA;TX - INST. REN.;504,920;
10.03.2021 00:00;ERNANDO EMPRESA - SA;TX - INST. REN.;393,440;393,440
10.03.2021 00:00;ERNANDO EMPRESA - SA;TX - INST. REN.;285,360;285,360
10.03.2021 00:00;MPREEND EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;DRIANA  EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;IO PHYL EMPRESA - SA;TX - INST. REN.;590,170;590,170
10.03.2021 00:00;LAUDION EMPRESA - SA;TX - INST. REN.;213,480;
10.03.2021 00:00;SMAR AL EMPRESA - SA;TX - INST. REN.;326,120;
15.01.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.02.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.03.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.04.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.05.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.06.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.07.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.08.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
15.09.2021 00:00;ARMONY  EMPRESA - SA;PARCTO;150,350;
10.03.2021 00:00;ARMONY  EMPRESA - SA;TX - INST. REN.;372,680;
05.04.2021 00:00;ARMONY  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;198,230;
27.09.2021 00:00;ARMONY  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;151,020;151,020
10.03.2021 00:00;DVALDO  EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;USMAO & EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;UTRA SE EMPRESA - SA;TX - INST. REN.;1.009,840;
10.03.2021 00:00;AURO MA EMPRESA - SA;TX - INST. REN.;504,920;
10.03.2021 00:00;ARCELO  EMPRESA - SA;TX - INST. REN.;403,940;403,940
10.03.2021 00:00;L COSTA EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;ELEFONI EMPRESA - SA;TX - INST. REN.;442,620;
20.03.2021 00:00;ELEFONI EMPRESA - SA;ISS - RETIDO;419,990;419,990
20.04.2021 00:00;ELEFONI EMPRESA - SA;ISS - RETIDO;650,450;650,450
20.05.2021 00:00;ELEFONI EMPRESA - SA;ISS - RETIDO;84,820;
10.03.2021 00:00;ERNANDA EMPRESA - SA;TX - INST. REN.;641,170;641,170
22.03.2021 00:00;ERNANDA EMPRESA - SA;TAXA ALVARÁ SANITÁRI;132,150;132,150
10.03.2021 00:00;ARLOS A EMPRESA - SA;TX - INST. REN.;1.708,570;
10.03.2021 00:00;LAVIO S EMPRESA - SA;TX - INST. REN.;945,360;
10.03.2021 00:00;LAUBER  EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;SSOCIAC EMPRESA - SA;TX - INST. REN.;0,200;0,200
10.03.2021 00:00;ILMAR C EMPRESA - SA;TX - INST. REN.;320,580;
10.03.2021 00:00;NTONIO  EMPRESA - SA;TX - INST. REN.;163,940;163,940
10.03.2021 00:00;DNA APA EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;LVES RI EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;IO PRES EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;NERGISA EMPRESA - SA;TX - INST. REN.;737,710;737,710
20.08.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;108,500;108,500
20.08.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;335,000;335,000
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;17,800;17,800
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;452,680;452,680
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;30,070;30,070
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;29,090;29,090
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;19,090;19,090
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;16,990;16,990
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;14,810;14,810
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;108,500;108,500
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;11,120;11,120
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;5,330;5,330
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;16,200;16,200
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;1,500;1,500
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;45,700;
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;45,700;
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;24,560;
20.09.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;45,700;
20.10.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;14,810;
20.10.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;30,070;
20.10.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;29,090;
10.03.2021 00:00;NERGISA EMPRESA - SA;TX - INST. REN.;5.901,660;5.901,660
10.03.2021 00:00;OBRA &  EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;ERA LUC EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;URO BRA EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;TA REND EMPRESA - SA;TX - INST. REN.;737,710;737,710
10.03.2021 00:00;ILVANO  EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;LVES  & EMPRESA - SA;TX - INST. REN.;252,460;252,460
10.03.2021 00:00;ILMARA  EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;UCAS DA EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;RT COME EMPRESA - SA;TX - INST. REN.;1.428,600;
10.03.2021 00:00;UCIANO  EMPRESA - SA;TX - INST. REN.;2.622,960;2.622,960
10.03.2021 00:00;.R COST EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;AIO ROB EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;ETORIAL EMPRESA - SA;TX - INST. REN.;737,710;
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;6.989,950;6.989,950
10.03.2021 00:00;UIZ LOZ EMPRESA - SA;TX - INST. REN.;368,850;368,850
10.03.2021 00:00;IMONE D EMPRESA - SA;TX - INST. REN.;931,700;
10.03.2021 00:00;NTONIO  EMPRESA - SA;TX - INST. REN.;403,940;
30.06.2021 00:00;ARIA JO EMPRESA - SA;TX - INST. CARV.;1.742,770;1.742,770
10.03.2021 00:00;.R.G. D EMPRESA - SA;TX - INST. REN.;302,950;
10.03.2021 00:00;NGERIBA EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;ERMAQ I EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;ROMAS P EMPRESA - SA;TX - INST. REN.;349,510;349,510
03.04.2021 00:00;ROMAS P EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;201,900
05.04.2021 00:00;ROMAS P EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;
16.04.2021 00:00;ROMAS P EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;
10.03.2021 00:00;. B MAR EMPRESA - SA;TX - INST. REN.;260,470;
10.03.2021 00:00;AFERRO- EMPRESA - SA;TX - INST. REN.;256,180;256,180
10.03.2021 00:00;OMETA C EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;LBINO V EMPRESA - SA;TX - INST. REN.;590,170;
10.03.2021 00:00;AUL ROD EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;IDRO WO EMPRESA - SA;TX - INST. REN.;320,580;320,580
10.03.2021 00:00;ARI LUC EMPRESA - SA;TX - INST. REN.;300,910;
10.03.2021 00:00;EAN PAU EMPRESA - SA;TX - INST. REN.;300,910;
10.03.2021 00:00; & M AG EMPRESA - SA;TX - INST. REN.;217,490;
10.03.2021 00:00;OSCHINS EMPRESA - SA;TX - INST. REN.;320,580;320,580
20.08.2021 00:00;OSCHINS EMPRESA - SA;PARCTO;471,880;471,880
20.09.2021 00:00;OSCHINS EMPRESA - SA;PARCTO;471,890;471,890
20.10.2021 00:00;OSCHINS EMPRESA - SA;PARCTO;471,890;
10.03.2021 00:00;ARLOS A EMPRESA - SA;TX - INST. REN.;320,580;
10.03.2021 00:00;ELRYELI EMPRESA - SA;TX - INST. REN.;257,920;257,920
20.01.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;806,400;
10.03.2021 00:00;ARCOS A EMPRESA - SA;TX - INST. REN.;185,790;
20.02.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;1.138,920;
20.03.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;682,150;
20.04.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;510,160;
20.05.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;177,860;
20.06.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;208,260;
20.07.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;1.273,700;
20.08.2021 00:00;ARCOS A EMPRESA - SA;ISS PROPRIO;347,940;
10.03.2021 00:00;OLIANA  EMPRESA - SA;TX - INST. REN.;320,580;
10.03.2021 00:00;ENDER C EMPRESA - SA;TX - INST. REN.;288,530;
10.03.2021 00:00;AUL SER EMPRESA - SA;TX - INST. REN.;223,530;
10.03.2021 00:00;LCIDES  EMPRESA - SA;TX - INST. REN.;257,940;
15.04.2021 00:00;ARBONAR EMPRESA - SA;PARCTO;391,730;391,730
15.05.2021 00:00;ARBONAR EMPRESA - SA;PARCTO;391,740;391,740
10.03.2021 00:00;IBAS HE EMPRESA - SA;TX - INST. REN.;256,470;
10.03.2021 00:00;NERGISA EMPRESA - SA;TX - INST. REN.;619,310;
20.01.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;3.810,630;3.810,630
20.01.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;32,010;32,010
20.02.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;2.582,000;2.582,000
20.02.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;31,480;31,480
20.03.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;5.337,020;5.337,020
20.03.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;29,010;29,010
20.04.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;4.554,730;4.554,730
20.04.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;31,580;31,580
20.05.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;2.087,720;2.087,720
20.05.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;33,790;33,790
20.06.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;8.794,400;8.794,400
20.06.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;26,980;26,980
20.07.2021 00:00;NERGISA EMPRESA - SA;ISS RET RCX PRIVADO;1.226,060;1.226,060
